1.97800386254e-09,1.27983379757e-09,-54.7401985156
1.83785185388e-09,7.31943808903e-10,-57.864110654
1.68001955792e-09,1.88054152298e-09,-55.3295415815
9.06145277832e-10,8.23403708989e-10,-56.3669558822
3.9612114334e-09,7.6835615469e-10,-57.2283272459
6.48081243785e-10,1.45012602879e-09,-54.4753659515
6.475520079e-10,1.47537911806e-09,-54.686336934
8.71869596537e-10,1.63581535663e-09,-55.9565731821
3.81844340184e-09,5.84240607657e-10,-56.4514091541
6.40628846046e-09,1.01997464751e-09,-48.8361810139
6.52829101963e-08,9.6786416251e-10,-50.9225324017
6.57012260387e-08,1.03754814086e-09,-51.0705469385
4.53667746467e-09,1.3670525836e-09,-54.0330624569
4.50517037055e-10,6.81083342372e-10,-53.37551748
4.30075220432e-09,3.72578538568e-09,-51.5132898289
5.55018292314e-10,6.23375144364e-10,-53.3539441932
9.33766356627e-10,5.43997930141e-10,-53.2649336495
1.08576376395e-09,1.29684497468e-09,-55.7635663093
1.90291101354e-09,1.40739683509e-09,-51.6585423039
1.44174934742e-09,9.12102040988e-10,-53.9788968391
8.98824740676e-10,8.60032126897e-10,-53.4111821587
1.85254801336e-09,1.06001898454e-09,-56.5719383596
1.20785418336e-09,8.71528961583e-10,-56.3000984407
2.26915297543e-09,7.89277484786e-10,-56.7561402795
4.04558761574e-09,1.70637494233e-09,-53.2083650035
1.11055731068e-09,6.01716857396e-10,-53.8073822365
1.82455653355e-09,1.67709515539e-09,-48.8514672845
1.44426524695e-09,7.96412665175e-10,-53.8532787471
7.11602290912e-09,1.14227877467e-09,-55.6661429338
6.65910189078e-10,5.43438512039e-10,-57.1847805837
2.36885276912e-09,1.30061912777e-09,-54.8363403677
6.59908875045e-10,1.46155604753e-09,-54.0070021766
3.12814136454e-09,7.01971973232e-10,-55.0940758007
1.07820539574e-09,2.28648384136e-09,-53.3182077125
1.09514797214e-09,7.24569864841e-10,-58.8819442326
9.63888577346e-10,8.74588192309e-10,-54.0292768916
2.0090490978e-09,1.92969895549e-09,-53.9754250993
2.22242920665e-09,8.74206930321e-10,-55.0926322406
9.51735617494e-10,1.20566164577e-09,-57.1539532075
6.6779429596e-10,2.89599954712e-09,-57.8429160313
3.80992857557e-10,1.09780629437e-09,-55.8232031533
1.09601607404e-08,9.39433886856e-10,-55.236959723
9.16439585208e-10,2.03075076203e-09,-51.9666848425
1.62704917273e-09,1.98010074803e-09,-49.7756847283
7.64386046222e-10,1.480431659e-09,-54.0734442511
4.91979030076e-10,2.30273705308e-09,-55.9640444684
4.81133585924e-10,1.48236539885e-09,-56.5602877775
2.9625255777e-09,1.32536071157e-09,-55.7620149598
7.64170373102e-10,7.58547840818e-10,-57.2690894791
6.15373482637e-09,9.10196136427e-10,-53.7137378146
1.16505443965e-08,8.34776373392e-10,-52.3623863881
6.6748818731e-10,1.1221159407e-09,-57.1518325789
2.23146044347e-09,2.22725668094e-09,-58.2301310958
4.46506556723e-09,8.35638910032e-10,-57.2271924937
3.94799044315e-09,3.04782921071e-09,-54.635456652
2.28115336673e-09,6.57428725006e-10,-57.2949790597
1.29782950883e-09,1.11584996061e-09,-53.2784355373
1.12400266667e-09,1.10113498025e-09,-53.3701526681
6.49487979708e-10,2.17614738947e-09,-56.9251298104
1.66229559933e-09,1.51668738552e-09,-56.5136393321
3.98579908052e-09,1.23257064479e-09,-55.3554848167
6.14168110343e-10,1.80863991194e-09,-52.5756591906
4.22564779949e-08,5.44618181299e-10,-51.5641920849
1.15275865136e-08,1.69323820237e-09,-54.2877497148
1.35056678678e-09,5.35997795927e-10,-57.4082895193
1.13485783438e-09,2.58917244039e-09,-54.9469714317
1.19477465517e-09,3.65949382888e-09,-56.006161551
1.40049432312e-09,3.97280296448e-09,-53.9147181859
3.10101512033e-09,2.56135686107e-09,-53.7214211271
3.53642664263e-09,1.87280825977e-09,-52.9609661472
5.23025554799e-10,5.51998145002e-10,-51.4060800791
2.80835982593e-09,4.46181762978e-09,-53.6862668268
1.70746273463e-09,1.08580135231e-09,-55.3543808919
8.79788556269e-10,4.69519660119e-09,-54.8876378076
2.48823396858e-09,3.47882011735e-10,-53.0105553658
8.22766900446e-09,2.72061566486e-09,-55.5039354507
7.74526332347e-09,2.66305548816e-09,-55.5956672283
1.3255057761e-09,8.07254395132e-10,-57.0725752517
1.29573972426e-09,1.22810952713e-09,-55.9808028706
3.26847546707e-09,1.20816380299e-09,-54.3631554123
2.06134834447e-09,1.66807702544e-09,-56.0228562926
2.65910129925e-09,2.04524997615e-09,-55.4522893903
2.2517471573e-09,5.40454662866e-10,-55.5783075182
1.42802130592e-09,5.77960450177e-09,-52.4280598388
6.00236016439e-10,4.59190780815e-09,-54.0871308952
6.91835544207e-10,4.83771559936e-09,-54.740131525
1.05214601258e-09,3.19968491128e-09,-56.2157374077
5.3356671243e-09,8.89379470647e-09,-53.0961723652
1.52604477947e-09,6.07703566522e-10,-54.3802129869
1.0046358187e-09,2.61276318929e-09,-50.3996090307
8.47147216612e-10,7.73804084398e-10,-56.5912222319
2.721109305e-09,1.96054007408e-09,-57.0498738602
7.37368314203e-10,5.33499219963e-10,-56.3700746332
4.42638213741e-10,8.4945337064e-10,-54.1155739684
3.08221638059e-09,8.67936436782e-10,-57.2572839104
3.78312265159e-09,7.33281442119e-10,-55.2140997003
6.07855160804e-10,1.23120116631e-09,-54.8976585697
2.49454057071e-09,2.17766485831e-09,-54.4667222655
9.4384469846e-10,6.2966773433e-10,-54.4198298455
4.40513154753e-10,9.06876841536e-10,-55.6513541381
2.93012381078e-09,6.94782663068e-10,-52.6572831467
7.29549024633e-10,1.49618743963e-09,-54.6542402919
2.44507676489e-09,7.95652331753e-10,-54.1781351482
2.75225746332e-09,2.10704052173e-09,-55.1375946407
7.73515888712e-10,6.46236274618e-10,-55.3676275877
1.86175619896e-09,1.29850540906e-09,-55.6376301705
1.56071835458e-09,1.71295871317e-09,-55.6146885811
1.30956657209e-09,9.30528242888e-10,-54.9682064537
3.15774638189e-09,5.84539898622e-10,-55.983450436
