2.06442894671e-09,5.40950061867e-10,3.74742223834e-10,2.70984441511e-10,1.40630528325e-10,1.14326187465e-10,4.56748760711e-11,1.1483939105e-10,1.17971341149e-10,8.25596185524e-11,8.22551910354e-11,5.01717547384e-11,2.39782948317e-11,1.77585087924e-11,2.57827192064e-11,-2419.65636082
2.23422147662e-09,8.44941625142e-10,4.91722820312e-10,4.28894556935e-10,1.68835712524e-10,1.50551494747e-10,8.48496898987e-11,9.30015775344e-11,1.95158005658e-10,7.6009186245e-11,5.30486990371e-11,3.88266168925e-11,2.99325426053e-11,1.84364913222e-11,2.130238566e-11,-2431.5753272
9.26463863257e-10,1.27328819787e-09,3.17503684536e-10,7.52541291252e-10,4.31866663659e-10,2.78113845304e-10,7.68679976977e-11,1.79862675949e-10,6.43219205242e-11,3.38789619418e-11,9.53061203735e-11,7.91373345567e-11,3.00720932824e-11,3.96185962143e-11,4.8709297011e-11,-2428.2490802
1.78287444167e-09,3.88426645061e-09,2.45790116957e-10,3.29919622275e-10,2.86882259879e-10,1.04513350229e-10,1.13805080961e-10,1.1530633537e-10,1.18322490321e-10,1.22990898462e-10,6.33794339763e-11,3.91525113242e-11,2.80877890591e-11,2.4866147505e-11,3.03842809423e-11,-2447.76429943
8.62582796086e-10,3.19527428151e-10,5.57110032319e-10,1.5320024006e-09,2.11925853346e-10,3.55322275737e-10,4.61307421996e-11,8.88287354276e-11,8.09034081007e-11,2.48734922e-11,6.30085704214e-11,7.10087065051e-11,4.3542556293e-11,1.96734917974e-11,3.58467858176e-11,-2456.15009127
1.80684263722e-09,1.23464831224e-09,3.38614167857e-10,5.40457491591e-10,1.15195910618e-10,4.41790834027e-10,9.40929952817e-11,9.47108486366e-11,8.44055151978e-11,5.6519930241e-11,1.04618753212e-10,4.11921945298e-11,2.24022850492e-11,2.73588662641e-11,4.22410345495e-11,-2453.11286075
3.55131328022e-09,7.82745064543e-10,2.8787409256e-10,4.39084676545e-10,3.62749871568e-10,1.72582678248e-10,8.08993553506e-11,9.59253954728e-11,1.65321388575e-10,3.11752650583e-11,4.1203872972e-11,6.16919688275e-11,2.89980437002e-11,2.02993240741e-11,3.52285148639e-11,-2476.20469426
8.83023015276e-10,4.66834076944e-10,1.30965643972e-10,1.43846379639e-09,2.61165520281e-10,9.56566880074e-11,6.13431030833e-11,2.34005505972e-10,2.00149241272e-10,4.8375102981e-11,6.43528799725e-11,4.36579376675e-11,3.2381257223e-11,1.59131360645e-11,2.75514996046e-11,-2476.6834904
3.37625573941e-09,6.55987491527e-10,2.32093258199e-10,1.04043379233e-09,2.87667830318e-10,1.62010672985e-10,1.40087559567e-10,1.68938075951e-10,1.99965772507e-10,6.2588295798e-11,5.3849067469e-11,6.18385618165e-11,3.91881716367e-11,2.17360002803e-11,2.37722374883e-11,-2475.41412606
3.92286550597e-09,8.32530102341e-10,2.30262952891e-10,9.9396301234e-10,2.52321881378e-10,1.87022401243e-10,1.42456129335e-10,1.74770488563e-10,2.06059691828e-10,6.74216133443e-11,5.57323102548e-11,5.78107191304e-11,3.77151084804e-11,2.23080785548e-11,2.40392569612e-11,-2478.51765622
6.83172991777e-10,1.42870137495e-09,7.88036277013e-10,4.11862851262e-10,1.68323003108e-10,3.28178362977e-10,7.59764509479e-11,6.59376487838e-11,5.29068540626e-11,3.7555074344e-11,1.15110813133e-10,5.78621353438e-11,2.56092622094e-11,2.58352390715e-11,4.46057698273e-11,-2484.05154679
4.23422468323e-10,1.45494829524e-09,2.32838177047e-10,7.24376024656e-10,3.39652473917e-10,1.90040784816e-10,1.13383568449e-10,8.11854130948e-11,7.12466475497e-11,6.05331651696e-11,1.05435234929e-10,4.08624668021e-11,2.26504732535e-11,2.31283922626e-11,3.92519776622e-11,-2468.06006046
7.58926992371e-09,1.94517768356e-09,2.15268849916e-10,3.35649103596e-10,1.39660436629e-10,2.16782374983e-10,7.21658077484e-11,9.46157279094e-11,7.74255193079e-11,5.50829625054e-11,4.91226603451e-11,8.75001118566e-11,4.96959183243e-11,2.11358642228e-11,2.90289283217e-11,-2462.41740987
2.94828472308e-09,5.14230536085e-10,4.6094552234e-10,9.3501483487e-10,3.06742325482e-10,2.54305192457e-10,1.70756757866e-10,1.07641118571e-10,1.08839684704e-10,7.45389961247e-11,1.20286471864e-10,6.57421472184e-11,2.05487114285e-11,2.2205888474e-11,4.40978411064e-11,-2452.41301202
1.09280520057e-09,2.29415465257e-09,2.95368247676e-10,8.07650679359e-10,1.41939788139e-10,2.44755000078e-10,4.21061556761e-11,9.95035527234e-11,1.01851583868e-10,4.26748276259e-11,4.45362634863e-11,4.58783480471e-11,4.40481503882e-11,2.20033099359e-11,2.40450504516e-11,-2457.28911871
1.4268485608e-08,4.81892678188e-10,3.49995070639e-10,3.8096732087e-10,3.54107132736e-10,1.90858805939e-10,1.5427584487e-10,9.55949482427e-11,1.07129344842e-10,8.22983850709e-11,1.11574102026e-10,7.39179798878e-11,2.90302153959e-11,3.1020186746e-11,3.80110218177e-11,-2449.15669949
7.41255752833e-10,2.1162689327e-09,5.82800337191e-10,7.76048914694e-10,1.16854621619e-10,2.76408028915e-10,1.1809523586e-10,1.23918508524e-10,7.72216219901e-11,8.26543223625e-11,5.00302823986e-11,4.02002462421e-11,3.24936641951e-11,1.80256541112e-11,2.82053855282e-11,-2452.699872
